class,source,source_index,sample,time_ms,amplitude
OR,rule,282,393,49.125,-0.010969783179461956
OR,rule,282,394,49.25,0.07673997431993484
OR,rule,282,395,49.375,-0.026273023337125778
OR,rule,282,396,49.5,-0.012308561243116856
OR,rule,282,397,49.625,-0.032988324761390686
OR,rule,282,398,49.75,-0.02635708451271057
OR,rule,282,399,49.875,-0.07078100740909576
OR,random_open_loop,194,0,0.0,-0.14531183242797852
OR,random_open_loop,194,1,0.125,-0.060146067291498184
OR,random_open_loop,194,2,0.25,-0.013412143103778362
OR,random_open_loop,194,3,0.375,0.04560500755906105
OR,random_open_loop,194,4,0.5,-0.16237133741378784
OR,random_open_loop,194,5,0.625,-0.06747112423181534
OR,random_open_loop,194,6,0.75,0.043547339737415314
OR,random_open_loop,194,7,0.875,-0.061014872044324875
OR,random_open_loop,194,8,1.0,-0.09803573787212372
OR,random_open_loop,194,9,1.125,0.04714612290263176
OR,random_open_loop,194,10,1.25,-0.0833987221121788
OR,random_open_loop,194,11,1.375,-0.20680712163448334
OR,random_open_loop,194,12,1.5,0.1416030079126358
OR,random_open_loop,194,13,1.625,0.09957269579172134
OR,random_open_loop,194,14,1.75,-0.10873284935951233
OR,random_open_loop,194,15,1.875,0.15949968993663788
OR,random_open_loop,194,16,2.0,0.24406000971794128
OR,random_open_loop,194,17,2.125,-0.1327625960111618
OR,random_open_loop,194,18,2.25,-0.15485140681266785
OR,random_open_loop,194,19,2.375,-0.09410109370946884
OR,random_open_loop,194,20,2.5,-0.24595296382904053
OR,random_open_loop,194,21,2.625,-0.3374831974506378
OR,random_open_loop,194,22,2.75,0.07437024265527725
OR,random_open_loop,194,23,2.875,-0.017523637041449547
OR,random_open_loop,194,24,3.0,-0.12066961824893951
OR,random_open_loop,194,25,3.125,0.053135406225919724
OR,random_open_loop,194,26,3.25,-0.10542098432779312
OR,random_open_loop,194,27,3.375,-0.14435037970542908
OR,random_open_loop,194,28,3.5,-0.04296640306711197
OR,random_open_loop,194,29,3.625,0.1429927945137024
OR,random_open_loop,194,30,3.75,-0.004941406659781933
OR,random_open_loop,194,31,3.875,-0.02021436020731926
OR,random_open_loop,194,32,4.0,0.21616697311401367
OR,random_open_loop,194,33,4.125,-0.13908056914806366
OR,random_open_loop,194,34,4.25,-0.08667296171188354
OR,random_open_loop,194,35,4.375,0.12865832448005676
OR,random_open_loop,194,36,4.5,-0.17241448163986206
OR,random_open_loop,194,37,4.625,0.09423402696847916
OR,random_open_loop,194,38,4.75,0.21579012274742126
OR,random_open_loop,194,39,4.875,0.013551520183682442
OR,random_open_loop,194,40,5.0,0.005801807157695293
OR,random_open_loop,194,41,5.125,-0.07943129539489746
OR,random_open_loop,194,42,5.25,0.09471648186445236
OR,random_open_loop,194,43,5.375,-0.08634132146835327
OR,random_open_loop,194,44,5.5,-0.04536160081624985
OR,random_open_loop,194,45,5.625,-0.036155663430690765
OR,random_open_loop,194,46,5.75,0.15354134142398834
OR,random_open_loop,194,47,5.875,0.06571559607982635
OR,random_open_loop,194,48,6.0,-0.13462580740451813
OR,random_open_loop,194,49,6.125,0.014212021604180336
OR,random_open_loop,194,50,6.25,0.0339631550014019
OR,random_open_loop,194,51,6.375,0.019008861854672432
OR,random_open_loop,194,52,6.5,-0.014862296171486378
OR,random_open_loop,194,53,6.625,0.0038762707263231277
OR,random_open_loop,194,54,6.75,0.15983663499355316
OR,random_open_loop,194,55,6.875,-0.014566120691597462
OR,random_open_loop,194,56,7.0,0.04059096798300743
OR,random_open_loop,194,57,7.125,0.08694490045309067
OR,random_open_loop,194,58,7.25,-0.08744437992572784
OR,random_open_loop,194,59,7.375,-0.10778594762086868
OR,random_open_loop,194,60,7.5,0.052460163831710815
OR,random_open_loop,194,61,7.625,-0.004880496766418219
OR,random_open_loop,194,62,7.75,-0.24780665338039398
OR,random_open_loop,194,63,7.875,0.0022925343364477158
OR,random_open_loop,194,64,8.0,0.20092938840389252
OR,random_open_loop,194,65,8.125,-0.049676403403282166
OR,random_open_loop,194,66,8.25,-0.1100703626871109
OR,random_open_loop,194,67,8.375,0.4389761984348297
OR,random_open_loop,194,68,8.5,-0.3056616187095642
OR,random_open_loop,194,69,8.625,-0.04389317333698273
OR,random_open_loop,194,70,8.75,0.2755510210990906
OR,random_open_loop,194,71,8.875,-0.003637113608419895
OR,random_open_loop,194,72,9.0,-0.21951059997081757
OR,random_open_loop,194,73,9.125,-0.04140331596136093
OR,random_open_loop,194,74,9.25,0.2925613224506378
OR,random_open_loop,194,75,9.375,-0.20525090396404266
OR,random_open_loop,194,76,9.5,-0.1980617642402649
OR,random_open_loop,194,77,9.625,0.21559710800647736
OR,random_open_loop,194,78,9.75,-0.148982971906662
OR,random_open_loop,194,79,9.875,-0.0005014447961002588
OR,random_open_loop,194,80,10.0,-0.18767592310905457
OR,random_open_loop,194,81,10.125,-0.11140120774507523
OR,random_open_loop,194,82,10.25,-0.04051217809319496
OR,random_open_loop,194,83,10.375,0.14359135925769806
OR,random_open_loop,194,84,10.5,-0.0963309034705162
OR,random_open_loop,194,85,10.625,-0.2164260745048523
OR,random_open_loop,194,86,10.75,0.3537607192993164
OR,random_open_loop,194,87,10.875,0.14347843825817108
OR,random_open_loop,194,88,11.0,-0.21562789380550385
OR,random_open_loop,194,89,11.125,0.04502679780125618
OR,random_open_loop,194,90,11.25,0.2938562035560608
OR,random_open_loop,194,91,11.375,-0.31376558542251587
OR,random_open_loop,194,92,11.5,-0.049493398517370224
OR,random_open_loop,194,93,11.625,0.33575505018234253
OR,random_open_loop,194,94,11.75,-0.04144797846674919
OR,random_open_loop,194,95,11.875,-0.3158378303050995
OR,random_open_loop,194,96,12.0,-6.498546281363815e-05
OR,random_open_loop,194,97,12.125,0.2729789614677429
OR,random_open_loop,194,98,12.25,0.01684819720685482
OR,random_open_loop,194,99,12.375,-0.13709251582622528
OR,random_open_loop,194,100,12.5,0.03348627686500549
OR,random_open_loop,194,101,12.625,-0.030805334448814392
OR,random_open_loop,194,102,12.75,-0.06132055073976517
OR,random_open_loop,194,103,12.875,-0.12134963274002075
OR,random_open_loop,194,104,13.0,0.19750148057937622
OR,random_open_loop,194,105,13.125,0.04129074141383171
OR,random_open_loop,194,106,13.25,0.00806545838713646
OR,random_open_loop,194,107,13.375,0.03395583853125572
OR,random_open_loop,194,108,13.5,-0.1403702199459076
OR,random_open_loop,194,109,13.625,-0.04675120487809181
OR,random_open_loop,194,110,13.75,-0.2123035341501236
OR,random_open_loop,194,111,13.875,-0.14586172997951508
OR,random_open_loop,194,112,14.0,-0.038961686193943024
OR,random_open_loop,194,113,14.125,0.1510586142539978
OR,random_open_loop,194,114,14.25,-0.15216849744319916
OR,random_open_loop,194,115,14.375,-0.11093215644359589
OR,random_open_loop,194,116,14.5,-0.048796311020851135
OR,random_open_loop,194,117,14.625,-0.07802466303110123
OR,random_open_loop,194,118,14.75,-0.11016916483640671
OR,random_open_loop,194,119,14.875,-0.110359326004982
OR,random_open_loop,194,120,15.0,-0.043431978672742844
OR,random_open_loop,194,121,15.125,0.03537799045443535
OR,random_open_loop,194,122,15.25,-0.16306188702583313
OR,random_open_loop,194,123,15.375,-0.2429654896259308
OR,random_open_loop,194,124,15.5,-0.031204216182231903
OR,random_open_loop,194,125,15.625,0.2562424838542938
OR,random_open_loop,194,126,15.75,0.053300902247428894
OR,random_open_loop,194,127,15.875,-0.14053671061992645
OR,random_open_loop,194,128,16.0,1.1212433491891716e-05
OR,random_open_loop,194,129,16.125,0.2333235740661621
OR,random_open_loop,194,130,16.25,0.06596991419792175
OR,random_open_loop,194,131,16.375,-0.15522132813930511
OR,random_open_loop,194,132,16.5,0.01287276390939951
OR,random_open_loop,194,133,16.625,0.035042643547058105
OR,random_open_loop,194,134,16.75,-0.08378848433494568
OR,random_open_loop,194,135,16.875,-0.007772453594952822
OR,random_open_loop,194,136,17.0,0.09133925288915634
OR,random_open_loop,194,137,17.125,-0.0669572502374649
OR,random_open_loop,194,138,17.25,-0.16987262666225433
OR,random_open_loop,194,139,17.375,0.06378813087940216
OR,random_open_loop,194,140,17.5,0.0021751560270786285
OR,random_open_loop,194,141,17.625,-0.13061365485191345
OR,random_open_loop,194,142,17.75,0.13793615996837616
OR,random_open_loop,194,143,17.875,-0.030070949345827103
OR,random_open_loop,194,144,18.0,-0.1240222305059433
OR,random_open_loop,194,145,18.125,-0.05729131028056145
OR,random_open_loop,194,146,18.25,0.018556388095021248
OR,random_open_loop,194,147,18.375,-0.1635018140077591
OR,random_open_loop,194,148,18.5,-0.11216171085834503
OR,random_open_loop,194,149,18.625,0.04403969645500183
OR,random_open_loop,194,150,18.75,0.06881213188171387
OR,random_open_loop,194,151,18.875,-0.029401546344161034
OR,random_open_loop,194,152,19.0,0.1080244705080986
OR,random_open_loop,194,153,19.125,0.2017298936843872
OR,random_open_loop,194,154,19.25,-0.009291261434555054
OR,random_open_loop,194,155,19.375,-0.34210073947906494
OR,random_open_loop,194,156,19.5,-0.14083433151245117
OR,random_open_loop,194,157,19.625,0.18692557513713837
OR,random_open_loop,194,158,19.75,-0.03249655291438103
OR,random_open_loop,194,159,19.875,-0.3598828613758087
OR,random_open_loop,194,160,20.0,-0.039286188781261444
OR,random_open_loop,194,161,20.125,-0.012619033455848694
OR,random_open_loop,194,162,20.25,0.07266836613416672
OR,random_open_loop,194,163,20.375,0.03085228241980076
OR,random_open_loop,194,164,20.5,0.11386524140834808
OR,random_open_loop,194,165,20.625,-0.06545760482549667
OR,random_open_loop,194,166,20.75,0.046226099133491516
OR,random_open_loop,194,167,20.875,0.3076291084289551
OR,random_open_loop,194,168,21.0,0.09212596714496613
OR,random_open_loop,194,169,21.125,0.04111305996775627
OR,random_open_loop,194,170,21.25,0.12418647855520248
OR,random_open_loop,194,171,21.375,0.08956171572208405
OR,random_open_loop,194,172,21.5,-0.08416767418384552
OR,random_open_loop,194,173,21.625,0.04676876217126846
OR,random_open_loop,194,174,21.75,0.2031218409538269
OR,random_open_loop,194,175,21.875,-0.17353278398513794
OR,random_open_loop,194,176,22.0,-0.1442592889070511
OR,random_open_loop,194,177,22.125,0.1091662049293518
OR,random_open_loop,194,178,22.25,-0.05514228716492653
OR,random_open_loop,194,179,22.375,-0.1553085893392563
OR,random_open_loop,194,180,22.5,-0.0825689285993576
OR,random_open_loop,194,181,22.625,0.19021464884281158
OR,random_open_loop,194,182,22.75,-0.05659175291657448
OR,random_open_loop,194,183,22.875,0.05670952424407005
OR,random_open_loop,194,184,23.0,0.06544958800077438
OR,random_open_loop,194,185,23.125,0.03912747651338577
OR,random_open_loop,194,186,23.25,-0.1485632359981537
OR,random_open_loop,194,187,23.375,-0.022086378186941147
OR,random_open_loop,194,188,23.5,-0.1279376596212387
OR,random_open_loop,194,189,23.625,-0.016253119334578514
OR,random_open_loop,194,190,23.75,-0.03426682949066162
OR,random_open_loop,194,191,23.875,-0.16314586997032166
OR,random_open_loop,194,192,24.0,-0.24706251919269562
OR,random_open_loop,194,193,24.125,0.08155349642038345
OR,random_open_loop,194,194,24.25,-0.07500505447387695
OR,random_open_loop,194,195,24.375,-0.0423116497695446
OR,random_open_loop,194,196,24.5,0.08161746710538864
OR,random_open_loop,194,197,24.625,-0.0421469509601593
OR,random_open_loop,194,198,24.75,-0.03194339945912361
OR,random_open_loop,194,199,24.875,0.14867328107357025
OR,random_open_loop,194,200,25.0,0.024903789162635803
OR,random_open_loop,194,201,25.125,-0.04317372664809227
OR,random_open_loop,194,202,25.25,-0.040901098400354385
OR,random_open_loop,194,203,25.375,0.05244583263993263
OR,random_open_loop,194,204,25.5,-0.04699938744306564
OR,random_open_loop,194,205,25.625,0.023324646055698395
OR,random_open_loop,194,206,25.75,0.19252951443195343
OR,random_open_loop,194,207,25.875,0.022783923894166946
OR,random_open_loop,194,208,26.0,0.08023587614297867
OR,random_open_loop,194,209,26.125,-0.025455035269260406
OR,random_open_loop,194,210,26.25,0.09974208474159241
OR,random_open_loop,194,211,26.375,-0.12642620503902435
OR,random_open_loop,194,212,26.5,-0.11509109288454056
OR,random_open_loop,194,213,26.625,0.12230905145406723
OR,random_open_loop,194,214,26.75,-0.23721185326576233
OR,random_open_loop,194,215,26.875,-0.12010488659143448
OR,random_open_loop,194,216,27.0,0.061084646731615067
OR,random_open_loop,194,217,27.125,-0.0363834947347641
OR,random_open_loop,194,218,27.25,-0.05189141258597374
OR,random_open_loop,194,219,27.375,0.03630765527486801
OR,random_open_loop,194,220,27.5,0.06482741236686707
OR,random_open_loop,194,221,27.625,-0.26053929328918457
OR,random_open_loop,194,222,27.75,-0.14828141033649445
OR,random_open_loop,194,223,27.875,0.14519965648651123
OR,random_open_loop,194,224,28.0,-0.20521119236946106
OR,random_open_loop,194,225,28.125,-0.06821433454751968
OR,random_open_loop,194,226,28.25,-0.10974999517202377
OR,random_open_loop,194,227,28.375,-0.10676936060190201
OR,random_open_loop,194,228,28.5,0.1506102979183197
OR,random_open_loop,194,229,28.625,-0.021045612171292305
OR,random_open_loop,194,230,28.75,-0.1272698938846588
OR,random_open_loop,194,231,28.875,-0.2501777410507202
OR,random_open_loop,194,232,29.0,0.06374979019165039
OR,random_open_loop,194,233,29.125,0.32126885652542114
OR,random_open_loop,194,234,29.25,-0.12374190986156464
OR,random_open_loop,194,235,29.375,-0.08651521056890488
OR,random_open_loop,194,236,29.5,0.20680420100688934
OR,random_open_loop,194,237,29.625,0.08298470079898834
OR,random_open_loop,194,238,29.75,-0.22690430283546448
OR,random_open_loop,194,239,29.875,0.006758039351552725
OR,random_open_loop,194,240,30.0,0.1605803370475769
OR,random_open_loop,194,241,30.125,-0.3010246455669403
OR,random_open_loop,194,242,30.25,0.08147174119949341
OR,random_open_loop,194,243,30.375,-0.25429031252861023
OR,random_open_loop,194,244,30.5,0.2049461007118225
OR,random_open_loop,194,245,30.625,-0.20544922351837158
OR,random_open_loop,194,246,30.75,-0.021308304741978645
OR,random_open_loop,194,247,30.875,0.1470232903957367
OR,random_open_loop,194,248,31.0,-0.28031328320503235
OR,random_open_loop,194,249,31.125,0.12382742762565613
OR,random_open_loop,194,250,31.25,-0.20592793822288513
OR,random_open_loop,194,251,31.375,-0.13649950921535492
OR,random_open_loop,194,252,31.5,0.06421994417905807
OR,random_open_loop,194,253,31.625,-0.08008908480405807
OR,random_open_loop,194,254,31.75,-0.07345663011074066
OR,random_open_loop,194,255,31.875,-0.16398046910762787
OR,random_open_loop,194,256,32.0,0.24594196677207947
OR,random_open_loop,194,257,32.125,-0.1657669097185135
OR,random_open_loop,194,258,32.25,-0.07843589782714844
OR,random_open_loop,194,259,32.375,-0.05750403553247452
OR,random_open_loop,194,260,32.5,0.14263813197612762
OR,random_open_loop,194,261,32.625,-0.0163373164832592
OR,random_open_loop,194,262,32.75,-0.057609427720308304
OR,random_open_loop,194,263,32.875,0.1923736184835434
OR,random_open_loop,194,264,33.0,0.04696417227387428
OR,random_open_loop,194,265,33.125,0.06394502520561218
OR,random_open_loop,194,266,33.25,0.015163918025791645
OR,random_open_loop,194,267,33.375,0.1340840607881546
OR,random_open_loop,194,268,33.5,0.21391326189041138
OR,random_open_loop,194,269,33.625,0.021496126428246498
OR,random_open_loop,194,270,33.75,0.13364648818969727
OR,random_open_loop,194,271,33.875,0.1636459082365036
OR,random_open_loop,194,272,34.0,-0.003344044554978609
OR,random_open_loop,194,273,34.125,-0.0724518671631813
OR,random_open_loop,194,274,34.25,-0.1947920322418213
OR,random_open_loop,194,275,34.375,-0.05582239851355553
OR,random_open_loop,194,276,34.5,0.013170536607503891
OR,random_open_loop,194,277,34.625,-0.07013364136219025
OR,random_open_loop,194,278,34.75,-0.13257750868797302
OR,random_open_loop,194,279,34.875,0.07225077599287033
OR,random_open_loop,194,280,35.0,-0.053347110748291016
OR,random_open_loop,194,281,35.125,0.17740000784397125
OR,random_open_loop,194,282,35.25,-0.06642726808786392
OR,random_open_loop,194,283,35.375,-0.15318655967712402
OR,random_open_loop,194,284,35.5,0.09612572938203812
OR,random_open_loop,194,285,35.625,0.10480192303657532
OR,random_open_loop,194,286,35.75,-0.22049379348754883
OR,random_open_loop,194,287,35.875,0.054537590593099594
OR,random_open_loop,194,288,36.0,0.2740935683250427
OR,random_open_loop,194,289,36.125,0.18850469589233398
OR,random_open_loop,194,290,36.25,0.13048702478408813
OR,random_open_loop,194,291,36.375,-0.09401106089353561
OR,random_open_loop,194,292,36.5,0.37481001019477844
OR,random_open_loop,194,293,36.625,0.09020835161209106
OR,random_open_loop,194,294,36.75,-0.06154549494385719
OR,random_open_loop,194,295,36.875,0.1322033852338791
OR,random_open_loop,194,296,37.0,0.07178489863872528
OR,random_open_loop,194,297,37.125,-0.07926198840141296
OR,random_open_loop,194,298,37.25,0.12144093215465546
OR,random_open_loop,194,299,37.375,0.12523581087589264
OR,random_open_loop,194,300,37.5,0.029105715453624725
OR,random_open_loop,194,301,37.625,0.16197700798511505
OR,random_open_loop,194,302,37.75,0.21199153363704681
OR,random_open_loop,194,303,37.875,0.01999642141163349
OR,random_open_loop,194,304,38.0,0.02290581911802292
OR,random_open_loop,194,305,38.125,0.2765725553035736
OR,random_open_loop,194,306,38.25,-0.16352993249893188
OR,random_open_loop,194,307,38.375,0.05734949931502342
OR,random_open_loop,194,308,38.5,0.30216556787490845
OR,random_open_loop,194,309,38.625,0.1372896283864975
OR,random_open_loop,194,310,38.75,-0.03369223326444626
OR,random_open_loop,194,311,38.875,0.2312459945678711
OR,random_open_loop,194,312,39.0,-0.056315161287784576
OR,random_open_loop,194,313,39.125,-0.0611092634499073
OR,random_open_loop,194,314,39.25,-0.021065756678581238
OR,random_open_loop,194,315,39.375,0.0917339101433754
OR,random_open_loop,194,316,39.5,-0.08714073896408081
OR,random_open_loop,194,317,39.625,-0.13990193605422974
OR,random_open_loop,194,318,39.75,0.0343819297850132
OR,random_open_loop,194,319,39.875,0.16136717796325684
OR,random_open_loop,194,320,40.0,0.03491341695189476
OR,random_open_loop,194,321,40.125,-0.019794108346104622
OR,random_open_loop,194,322,40.25,0.03355458006262779
OR,random_open_loop,194,323,40.375,-0.018941940739750862
OR,random_open_loop,194,324,40.5,-0.19619037210941315
OR,random_open_loop,194,325,40.625,-0.13874945044517517
OR,random_open_loop,194,326,40.75,0.1412908136844635
OR,random_open_loop,194,327,40.875,-0.1950480341911316
OR,random_open_loop,194,328,41.0,-0.09120182693004608
OR,random_open_loop,194,329,41.125,-0.031447701156139374
OR,random_open_loop,194,330,41.25,-0.022710256278514862
OR,random_open_loop,194,331,41.375,-0.1536327600479126
OR,random_open_loop,194,332,41.5,-0.07277362048625946
OR,random_open_loop,194,333,41.625,0.02597896009683609
OR,random_open_loop,194,334,41.75,-0.046233274042606354
OR,random_open_loop,194,335,41.875,-0.1843726933002472
OR,random_open_loop,194,336,42.0,0.018489178270101547
OR,random_open_loop,194,337,42.125,0.07575978338718414
OR,random_open_loop,194,338,42.25,-0.11101958900690079
OR,random_open_loop,194,339,42.375,-0.09278201311826706
OR,random_open_loop,194,340,42.5,0.07055037468671799
OR,random_open_loop,194,341,42.625,0.1084357425570488
OR,random_open_loop,194,342,42.75,0.010666931979358196
OR,random_open_loop,194,343,42.875,0.15488268435001373
OR,random_open_loop,194,344,43.0,0.17789649963378906
OR,random_open_loop,194,345,43.125,0.09376467019319534
OR,random_open_loop,194,346,43.25,-0.055774103850126266
OR,random_open_loop,194,347,43.375,-0.03351407125592232
OR,random_open_loop,194,348,43.5,0.2504303753376007
OR,random_open_loop,194,349,43.625,-0.024881375953555107
OR,random_open_loop,194,350,43.75,0.1424989104270935
OR,random_open_loop,194,351,43.875,-0.040930893272161484
OR,random_open_loop,194,352,44.0,-0.0986112505197525
OR,random_open_loop,194,353,44.125,-0.11524108052253723
OR,random_open_loop,194,354,44.25,-0.10072620213031769
OR,random_open_loop,194,355,44.375,0.11737360805273056
OR,random_open_loop,194,356,44.5,-0.04960782453417778
OR,random_open_loop,194,357,44.625,-0.0887482613325119
OR,random_open_loop,194,358,44.75,-0.10686510056257248
OR,random_open_loop,194,359,44.875,-0.14591287076473236
OR,random_open_loop,194,360,45.0,-0.033306073397397995
OR,random_open_loop,194,361,45.125,-0.1099497452378273
OR,random_open_loop,194,362,45.25,0.021506989374756813
OR,random_open_loop,194,363,45.375,0.12660567462444305
OR,random_open_loop,194,364,45.5,-0.032118599861860275
OR,random_open_loop,194,365,45.625,0.056889861822128296
OR,random_open_loop,194,366,45.75,0.09260477125644684
OR,random_open_loop,194,367,45.875,0.19579435884952545
OR,random_open_loop,194,368,46.0,0.07208932191133499
OR,random_open_loop,194,369,46.125,0.3883204460144043
OR,random_open_loop,194,370,46.25,0.09731544554233551
OR,random_open_loop,194,371,46.375,0.03697777912020683
OR,random_open_loop,194,372,46.5,-0.022930212318897247
OR,random_open_loop,194,373,46.625,-0.015292120166122913
OR,random_open_loop,194,374,46.75,0.06439682096242905
OR,random_open_loop,194,375,46.875,0.007421447429805994
OR,random_open_loop,194,376,47.0,-0.18507567048072815
OR,random_open_loop,194,377,47.125,0.10194388031959534
OR,random_open_loop,194,378,47.25,-0.05196085572242737
OR,random_open_loop,194,379,47.375,-0.17422260344028473
OR,random_open_loop,194,380,47.5,0.031521160155534744
OR,random_open_loop,194,381,47.625,0.006983621045947075
OR,random_open_loop,194,382,47.75,-0.02329869568347931
OR,random_open_loop,194,383,47.875,-0.04493081569671631
OR,random_open_loop,194,384,48.0,0.17897528409957886
OR,random_open_loop,194,385,48.125,-0.018619392067193985
OR,random_open_loop,194,386,48.25,-0.2590031027793884
OR,random_open_loop,194,387,48.375,-0.02242428995668888
OR,random_open_loop,194,388,48.5,0.17300637066364288
OR,random_open_loop,194,389,48.625,-0.14426322281360626
OR,random_open_loop,194,390,48.75,-0.10888022929430008
OR,random_open_loop,194,391,48.875,-0.12196387350559235
OR,random_open_loop,194,392,49.0,-0.03393223509192467
OR,random_open_loop,194,393,49.125,-0.14895837008953094
OR,random_open_loop,194,394,49.25,-0.05160714313387871
OR,random_open_loop,194,395,49.375,-0.11631075292825699
OR,random_open_loop,194,396,49.5,-0.1804843544960022
OR,random_open_loop,194,397,49.625,-0.2055767923593521
OR,random_open_loop,194,398,49.75,-0.06603217124938965
OR,random_open_loop,194,399,49.875,-0.018337750807404518
IR,real,2736,0,0.0,0.13253070414066315
IR,real,2736,1,0.125,0.08871132135391235
IR,real,2736,2,0.25,-0.00730268657207489
IR,real,2736,3,0.375,-0.03920676186680794
IR,real,2736,4,0.5,0.00037898830487392843
IR,real,2736,5,0.625,0.051593977957963943
IR,real,2736,6,0.75,0.11617027223110199
IR,real,2736,7,0.875,0.14010383188724518
IR,real,2736,8,1.0,0.03235410526394844
IR,real,2736,9,1.125,0.017598487436771393
IR,real,2736,10,1.25,0.02847987227141857
IR,real,2736,11,1.375,0.06369941681623459
IR,real,2736,12,1.5,0.1281878650188446
IR,real,2736,13,1.625,0.040821321308612823
IR,real,2736,14,1.75,0.06161880865693092
IR,real,2736,15,1.875,0.03614797815680504
IR,real,2736,16,2.0,0.010877878405153751
IR,real,2736,17,2.125,0.04115675762295723
IR,real,2736,18,2.25,0.034918248653411865
IR,real,2736,19,2.375,0.07794687896966934
IR,real,2736,20,2.5,0.06857284158468246
IR,real,2736,21,2.625,0.02752223052084446
IR,real,2736,22,2.75,0.05550313740968704
IR,real,2736,23,2.875,0.027319427579641342
IR,real,2736,24,3.0,0.08761750906705856
IR,real,2736,25,3.125,0.08569680899381638
IR,real,2736,26,3.25,0.03652752935886383
IR,real,2736,27,3.375,-0.027451585978269577
IR,real,2736,28,3.5,-0.02245355397462845
IR,real,2736,29,3.625,-0.02094665914773941
IR,real,2736,30,3.75,0.030500879511237144
IR,real,2736,31,3.875,0.09939772635698318
IR,real,2736,32,4.0,0.08005479723215103
IR,real,2736,33,4.125,0.0890805795788765
IR,real,2736,34,4.25,0.05251650512218475
IR,real,2736,35,4.375,0.08675862103700638
IR,real,2736,36,4.5,0.035543449223041534
IR,real,2736,37,4.625,0.10571625083684921
IR,real,2736,38,4.75,-0.0426269993185997
IR,real,2736,39,4.875,0.07292692363262177
IR,real,2736,40,5.0,-0.02922983467578888
IR,real,2736,41,5.125,-0.028387269005179405
IR,real,2736,42,5.25,0.0706322193145752
IR,real,2736,43,5.375,-0.022320937365293503
IR,real,2736,44,5.5,0.09215352684259415
IR,real,2736,45,5.625,0.045075323432683945
IR,real,2736,46,5.75,0.06874079257249832
IR,real,2736,47,5.875,0.09742295742034912
IR,real,2736,48,6.0,-0.0021585882641375065
IR,real,2736,49,6.125,0.13416218757629395
IR,real,2736,50,6.25,0.0322030670940876
IR,real,2736,51,6.375,-0.0025517859030514956
IR,real,2736,52,6.5,0.05717783421278
IR,real,2736,53,6.625,-0.05338478088378906
IR,real,2736,54,6.75,0.07555433362722397
IR,real,2736,55,6.875,0.030481303110718727
IR,real,2736,56,7.0,0.06543755531311035
IR,real,2736,57,7.125,0.09464448690414429
IR,real,2736,58,7.25,0.02559167705476284
IR,real,2736,59,7.375,0.06100374832749367
IR,real,2736,60,7.5,0.04697432741522789
IR,real,2736,61,7.625,0.07583469152450562
IR,real,2736,62,7.75,-0.020676350221037865
IR,real,2736,63,7.875,0.003016912378370762
IR,real,2736,64,8.0,-0.06232873722910881
IR,real,2736,65,8.125,-0.029247183352708817
IR,real,2736,66,8.25,0.06675434112548828
IR,real,2736,67,8.375,0.04373740404844284
IR,real,2736,68,8.5,0.11704928427934647
IR,real,2736,69,8.625,0.03600362688302994
IR,real,2736,70,8.75,0.11045953631401062
IR,real,2736,71,8.875,0.06322977691888809
IR,real,2736,72,9.0,0.11280059814453125
IR,real,2736,73,9.125,0.11829952895641327
IR,real,2736,74,9.25,0.108782559633255
IR,real,2736,75,9.375,-0.0699368491768837
IR,real,2736,76,9.5,-0.011484639719128609
IR,real,2736,77,9.625,-0.08219411969184875
IR,real,2736,78,9.75,-0.11806164681911469
IR,real,2736,79,9.875,0.054421328008174896
IR,real,2736,80,10.0,-0.031515274196863174
IR,real,2736,81,10.125,0.0015506910858675838
IR,real,2736,82,10.25,0.02991056628525257
IR,real,2736,83,10.375,0.11379090696573257
IR,real,2736,84,10.5,0.12065544724464417
IR,real,2736,85,10.625,0.1451275795698166
IR,real,2736,86,10.75,0.17234888672828674
IR,real,2736,87,10.875,0.06675341725349426
IR,real,2736,88,11.0,0.08459091931581497
IR,real,2736,89,11.125,0.009387200698256493
IR,real,2736,90,11.25,-0.03534673526883125
IR,real,2736,91,11.375,-0.007486901246011257
IR,real,2736,92,11.5,-0.04800646752119064
IR,real,2736,93,11.625,0.028365468606352806
IR,real,2736,94,11.75,-0.037368807941675186
IR,real,2736,95,11.875,0.13912859559059143
IR,real,2736,96,12.0,0.03751206770539284
IR,real,2736,97,12.125,0.10594262927770615
IR,real,2736,98,12.25,0.13143783807754517
IR,real,2736,99,12.375,-0.007523761130869389
IR,real,2736,100,12.5,0.11903329193592072
IR,real,2736,101,12.625,0.03653685748577118
IR,real,2736,102,12.75,0.021644197404384613
IR,real,2736,103,12.875,0.01759098470211029
IR,real,2736,104,13.0,0.010555213317275047
IR,real,2736,105,13.125,0.0075173452496528625
IR,real,2736,106,13.25,0.0050481450743973255
IR,real,2736,107,13.375,0.049522459506988525
IR,real,2736,108,13.5,0.07776143401861191
IR,real,2736,109,13.625,0.09140338748693466
IR,real,2736,110,13.75,0.09699925035238266
IR,real,2736,111,13.875,0.04031329229474068
IR,real,2736,112,14.0,0.06677761673927307
IR,real,2736,113,14.125,-0.004357773810625076
IR,real,2736,114,14.25,0.02902640588581562
IR,real,2736,115,14.375,0.01179513055831194
IR,real,2736,116,14.5,-0.05333318933844566
IR,real,2736,117,14.625,0.030133232474327087
IR,real,2736,118,14.75,0.08639439940452576
